Vardas         Pavarde        Galutinis      
-------------------------------------------
Vardas1        Pavarde1       3.65           
Vardas100      Pavarde100     3.09           
Vardas101      Pavarde101     2.83           
Vardas103      Pavarde103     2.63           
Vardas104      Pavarde104     4.32           
Vardas106      Pavarde106     2.09           
Vardas107      Pavarde107     3.43           
Vardas11       Pavarde11      3.36           
Vardas112      Pavarde112     3.75           
Vardas113      Pavarde113     1.81           
Vardas115      Pavarde115     2.44           
Vardas117      Pavarde117     3.11           
Vardas118      Pavarde118     4.04           
Vardas119      Pavarde119     3.17           
Vardas12       Pavarde12      2.32           
Vardas120      Pavarde120     3.51           
Vardas126      Pavarde126     4.87           
Vardas128      Pavarde128     2.91           
Vardas129      Pavarde129     1.92           
Vardas130      Pavarde130     4.35           
Vardas133      Pavarde133     4.88           
Vardas135      Pavarde135     4.07           
Vardas136      Pavarde136     3.4            
Vardas138      Pavarde138     2.64           
Vardas139      Pavarde139     3.04           
Vardas145      Pavarde145     1.76           
Vardas148      Pavarde148     2.55           
Vardas149      Pavarde149     2.29           
Vardas150      Pavarde150     2.73           
Vardas151      Pavarde151     2.53           
Vardas152      Pavarde152     3.23           
Vardas153      Pavarde153     2.4            
Vardas157      Pavarde157     4.05           
Vardas159      Pavarde159     3.12           
Vardas160      Pavarde160     2.49           
Vardas161      Pavarde161     2.49           
Vardas162      Pavarde162     4.12           
Vardas163      Pavarde163     3.85           
Vardas166      Pavarde166     2.51           
Vardas17       Pavarde17      2.73           
Vardas170      Pavarde170     4.43           
Vardas173      Pavarde173     2.84           
Vardas174      Pavarde174     2.11           
Vardas175      Pavarde175     4.25           
Vardas176      Pavarde176     1.2            
Vardas179      Pavarde179     2.84           
Vardas181      Pavarde181     3.96           
Vardas182      Pavarde182     2.57           
Vardas183      Pavarde183     4.2            
Vardas184      Pavarde184     2.19           
Vardas185      Pavarde185     4              
Vardas186      Pavarde186     3.69           
Vardas188      Pavarde188     3.09           
Vardas189      Pavarde189     2.41           
Vardas19       Pavarde19      3.23           
Vardas190      Pavarde190     2.16           
Vardas191      Pavarde191     2.57           
Vardas192      Pavarde192     3.85           
Vardas193      Pavarde193     3.91           
Vardas194      Pavarde194     2.43           
Vardas195      Pavarde195     3.12           
Vardas197      Pavarde197     4.51           
Vardas198      Pavarde198     1.97           
Vardas20       Pavarde20      3.4            
Vardas201      Pavarde201     1.92           
Vardas203      Pavarde203     2.87           
Vardas204      Pavarde204     3.25           
Vardas207      Pavarde207     4.59           
Vardas208      Pavarde208     2.73           
Vardas209      Pavarde209     4.32           
Vardas21       Pavarde21      2.25           
Vardas210      Pavarde210     4.68           
Vardas212      Pavarde212     2.73           
Vardas218      Pavarde218     4.07           
Vardas219      Pavarde219     3.75           
Vardas223      Pavarde223     4.75           
Vardas226      Pavarde226     2.37           
Vardas228      Pavarde228     4.67           
Vardas230      Pavarde230     4.79           
Vardas232      Pavarde232     3.05           
Vardas234      Pavarde234     3.44           
Vardas236      Pavarde236     2.44           
Vardas238      Pavarde238     1.65           
Vardas241      Pavarde241     4.21           
Vardas242      Pavarde242     4.25           
Vardas243      Pavarde243     1.36           
Vardas244      Pavarde244     2.09           
Vardas245      Pavarde245     2.96           
Vardas246      Pavarde246     4.96           
Vardas247      Pavarde247     4.8            
Vardas248      Pavarde248     4.29           
Vardas251      Pavarde251     4.13           
Vardas252      Pavarde252     3.89           
Vardas254      Pavarde254     3.8            
Vardas255      Pavarde255     4.45           
Vardas256      Pavarde256     2.31           
Vardas258      Pavarde258     3.12           
Vardas26       Pavarde26      2.49           
Vardas262      Pavarde262     4.76           
Vardas265      Pavarde265     3.17           
Vardas270      Pavarde270     3.24           
Vardas272      Pavarde272     4.17           
Vardas273      Pavarde273     2.43           
Vardas277      Pavarde277     3.29           
Vardas278      Pavarde278     3.21           
Vardas279      Pavarde279     2.24           
Vardas28       Pavarde28      2.95           
Vardas280      Pavarde280     2.36           
Vardas281      Pavarde281     4.8            
Vardas283      Pavarde283     2.92           
Vardas285      Pavarde285     1.47           
Vardas286      Pavarde286     1.52           
Vardas289      Pavarde289     3.67           
Vardas29       Pavarde29      2.29           
Vardas296      Pavarde296     4.13           
Vardas298      Pavarde298     4.35           
Vardas300      Pavarde300     3.87           
Vardas304      Pavarde304     4.16           
Vardas305      Pavarde305     2.17           
Vardas307      Pavarde307     3.59           
Vardas311      Pavarde311     4.08           
Vardas315      Pavarde315     4.35           
Vardas316      Pavarde316     3.67           
Vardas319      Pavarde319     2.53           
Vardas320      Pavarde320     3.43           
Vardas323      Pavarde323     3.36           
Vardas329      Pavarde329     2.43           
Vardas33       Pavarde33      1.76           
Vardas332      Pavarde332     3.25           
Vardas334      Pavarde334     2.79           
Vardas335      Pavarde335     2.37           
Vardas340      Pavarde340     2.11           
Vardas341      Pavarde341     4.84           
Vardas343      Pavarde343     2.88           
Vardas345      Pavarde345     3.73           
Vardas346      Pavarde346     2.71           
Vardas35       Pavarde35      2.85           
Vardas350      Pavarde350     4.73           
Vardas351      Pavarde351     1.97           
Vardas352      Pavarde352     4.12           
Vardas353      Pavarde353     3.55           
Vardas356      Pavarde356     4.15           
Vardas359      Pavarde359     2.35           
Vardas361      Pavarde361     2              
Vardas362      Pavarde362     3.87           
Vardas366      Pavarde366     4.99           
Vardas368      Pavarde368     3              
Vardas369      Pavarde369     2.57           
Vardas37       Pavarde37      2.16           
Vardas371      Pavarde371     2.55           
Vardas374      Pavarde374     2.41           
