Vardas         Pavarde        Galutinis      
-------------------------------------------
Vardas0        Pavarde0       6.6            
Vardas10       Pavarde10      7.64           
Vardas102      Pavarde102     6.69           
Vardas105      Pavarde105     5.89           
Vardas108      Pavarde108     6.53           
Vardas109      Pavarde109     5.59           
Vardas110      Pavarde110     7.4            
Vardas111      Pavarde111     7.68           
Vardas114      Pavarde114     5.92           
Vardas116      Pavarde116     6.8            
Vardas121      Pavarde121     6.21           
Vardas122      Pavarde122     5.99           
Vardas123      Pavarde123     8.05           
Vardas124      Pavarde124     6.2            
Vardas125      Pavarde125     5.48           
Vardas127      Pavarde127     6.69           
Vardas13       Pavarde13      8.35           
Vardas131      Pavarde131     7.8            
Vardas132      Pavarde132     6.2            
Vardas134      Pavarde134     7.84           
Vardas137      Pavarde137     7.53           
Vardas14       Pavarde14      7.76           
Vardas140      Pavarde140     5.73           
Vardas141      Pavarde141     6.23           
Vardas142      Pavarde142     6.17           
Vardas143      Pavarde143     7.95           
Vardas144      Pavarde144     7.48           
Vardas146      Pavarde146     8.48           
Vardas147      Pavarde147     6.89           
Vardas15       Pavarde15      7.27           
Vardas154      Pavarde154     6.04           
Vardas155      Pavarde155     6.35           
Vardas156      Pavarde156     6.91           
Vardas158      Pavarde158     6.95           
Vardas16       Pavarde16      6.49           
Vardas164      Pavarde164     6.09           
Vardas165      Pavarde165     7.55           
Vardas167      Pavarde167     8.11           
Vardas168      Pavarde168     5.99           
Vardas169      Pavarde169     6.01           
Vardas171      Pavarde171     7.76           
Vardas172      Pavarde172     6.07           
Vardas177      Pavarde177     5.11           
Vardas178      Pavarde178     6.47           
Vardas18       Pavarde18      6.33           
Vardas180      Pavarde180     5.11           
Vardas187      Pavarde187     5.23           
Vardas196      Pavarde196     7.67           
Vardas199      Pavarde199     7.59           
Vardas2        Pavarde2       5.87           
Vardas200      Pavarde200     8.21           
Vardas202      Pavarde202     7.19           
Vardas205      Pavarde205     5.37           
Vardas206      Pavarde206     6.29           
Vardas211      Pavarde211     6.79           
Vardas213      Pavarde213     7.6            
Vardas214      Pavarde214     7.69           
Vardas215      Pavarde215     7.29           
Vardas216      Pavarde216     6.72           
Vardas217      Pavarde217     8.07           
Vardas22       Pavarde22      8.45           
Vardas220      Pavarde220     7.35           
Vardas221      Pavarde221     8.29           
Vardas222      Pavarde222     6.96           
Vardas224      Pavarde224     7.64           
Vardas225      Pavarde225     5.2            
Vardas227      Pavarde227     8.56           
Vardas229      Pavarde229     6.17           
Vardas23       Pavarde23      5.03           
Vardas231      Pavarde231     6.57           
Vardas233      Pavarde233     8.4            
Vardas235      Pavarde235     6.96           
Vardas237      Pavarde237     5.32           
Vardas239      Pavarde239     6.51           
Vardas24       Pavarde24      6.51           
Vardas240      Pavarde240     5.67           
Vardas249      Pavarde249     7.89           
Vardas25       Pavarde25      6.31           
Vardas250      Pavarde250     5.08           
Vardas253      Pavarde253     6.99           
Vardas257      Pavarde257     8.04           
Vardas259      Pavarde259     7.68           
Vardas260      Pavarde260     5.89           
Vardas261      Pavarde261     5.31           
Vardas263      Pavarde263     6.52           
Vardas264      Pavarde264     7.51           
Vardas266      Pavarde266     6.64           
Vardas267      Pavarde267     6.44           
Vardas268      Pavarde268     5.71           
Vardas269      Pavarde269     7.65           
Vardas27       Pavarde27      6.13           
Vardas271      Pavarde271     6.55           
Vardas274      Pavarde274     6.48           
Vardas275      Pavarde275     7.72           
Vardas276      Pavarde276     7.53           
Vardas282      Pavarde282     6.45           
Vardas284      Pavarde284     5.91           
Vardas287      Pavarde287     5.77           
Vardas288      Pavarde288     8.29           
Vardas290      Pavarde290     8.08           
Vardas291      Pavarde291     5.35           
Vardas292      Pavarde292     8.19           
Vardas293      Pavarde293     6.59           
Vardas294      Pavarde294     6.56           
Vardas295      Pavarde295     7.49           
Vardas297      Pavarde297     7.04           
Vardas299      Pavarde299     8              
Vardas3        Pavarde3       5.83           
Vardas30       Pavarde30      7.4            
Vardas301      Pavarde301     7.28           
Vardas302      Pavarde302     5.99           
Vardas303      Pavarde303     5.16           
Vardas306      Pavarde306     5.36           
Vardas308      Pavarde308     5.31           
Vardas309      Pavarde309     5.63           
Vardas31       Pavarde31      7.21           
Vardas310      Pavarde310     6.61           
Vardas312      Pavarde312     5.77           
Vardas313      Pavarde313     6.03           
Vardas314      Pavarde314     7.64           
Vardas317      Pavarde317     7.39           
Vardas318      Pavarde318     6.2            
Vardas32       Pavarde32      8.29           
Vardas321      Pavarde321     7.99           
Vardas322      Pavarde322     6.51           
Vardas324      Pavarde324     7.13           
Vardas325      Pavarde325     5.96           
Vardas326      Pavarde326     7.53           
Vardas327      Pavarde327     7.65           
Vardas328      Pavarde328     7.48           
Vardas330      Pavarde330     6.77           
Vardas331      Pavarde331     5.67           
Vardas333      Pavarde333     7.76           
Vardas336      Pavarde336     5.8            
Vardas337      Pavarde337     6.81           
Vardas338      Pavarde338     5.95           
Vardas339      Pavarde339     5.28           
Vardas34       Pavarde34      5.33           
Vardas342      Pavarde342     6.56           
Vardas344      Pavarde344     6.08           
Vardas347      Pavarde347     7.45           
Vardas348      Pavarde348     6.59           
Vardas349      Pavarde349     7.61           
Vardas354      Pavarde354     6.97           
Vardas355      Pavarde355     6.81           
Vardas357      Pavarde357     7.01           
Vardas358      Pavarde358     6.33           
Vardas36       Pavarde36      7.53           
Vardas360      Pavarde360     6.81           
Vardas363      Pavarde363     5.77           
Vardas364      Pavarde364     7.68           
Vardas365      Pavarde365     6.75           
Vardas367      Pavarde367     5.81           
Vardas370      Pavarde370     7.44           
Vardas372      Pavarde372     5.03           
Vardas373      Pavarde373     5.21           
Vardas379      Pavarde379     5              
Vardas380      Pavarde380     5.57           
Vardas381      Pavarde381     7.8            
Vardas387      Pavarde387     5.17           
Vardas388      Pavarde388     6.83           
Vardas389      Pavarde389     5.16           
Vardas39       Pavarde39      6.01           
Vardas390      Pavarde390     7.79           
Vardas392      Pavarde392     5.99           
Vardas399      Pavarde399     7.75           
Vardas4        Pavarde4       8.32           
Vardas400      Pavarde400     6.45           
Vardas401      Pavarde401     5.89           
Vardas402      Pavarde402     6.64           
Vardas403      Pavarde403     6.64           
Vardas404      Pavarde404     5.25           
Vardas405      Pavarde405     6.04           
Vardas408      Pavarde408     8.19           
Vardas409      Pavarde409     5.72           
Vardas41       Pavarde41      6.76           
Vardas414      Pavarde414     7.88           
Vardas418      Pavarde418     5.17           
Vardas419      Pavarde419     7.97           
Vardas42       Pavarde42      6.13           
Vardas421      Pavarde421     5.52           
Vardas422      Pavarde422     7.4            
Vardas423      Pavarde423     7.6            
Vardas426      Pavarde426     5.59           
Vardas428      Pavarde428     6.95           
Vardas429      Pavarde429     5.55           
Vardas431      Pavarde431     6.77           
Vardas432      Pavarde432     7.69           
Vardas434      Pavarde434     6.11           
Vardas435      Pavarde435     5.95           
Vardas438      Pavarde438     7.97           
Vardas44       Pavarde44      5.44           
Vardas440      Pavarde440     7.15           
Vardas441      Pavarde441     6.83           
Vardas442      Pavarde442     8.19           
Vardas443      Pavarde443     6.44           
Vardas444      Pavarde444     5.09           
Vardas45       Pavarde45      7.35           
Vardas450      Pavarde450     7.19           
Vardas451      Pavarde451     6.75           
Vardas454      Pavarde454     5.93           
Vardas455      Pavarde455     6.79           
Vardas456      Pavarde456     5.03           
Vardas457      Pavarde457     6.15           
Vardas459      Pavarde459     7.05           
Vardas46       Pavarde46      6.83           
Vardas460      Pavarde460     8.32           
Vardas462      Pavarde462     8.56           
Vardas463      Pavarde463     5.19           
Vardas466      Pavarde466     8.03           
Vardas467      Pavarde467     7.92           
Vardas47       Pavarde47      5.21           
Vardas473      Pavarde473     5.47           
Vardas476      Pavarde476     5.55           
Vardas477      Pavarde477     7              
Vardas478      Pavarde478     6.83           
Vardas479      Pavarde479     6.93           
Vardas48       Pavarde48      6.32           
Vardas480      Pavarde480     5.19           
Vardas482      Pavarde482     6.11           
Vardas483      Pavarde483     7.41           
Vardas488      Pavarde488     7.63           
Vardas49       Pavarde49      7.37           
Vardas490      Pavarde490     6.72           
Vardas492      Pavarde492     7.13           
Vardas493      Pavarde493     5.95           
Vardas498      Pavarde498     6.77           
Vardas5        Pavarde5       8.04           
Vardas50       Pavarde50      6.32           
Vardas503      Pavarde503     5.63           
Vardas504      Pavarde504     5.6            
Vardas506      Pavarde506     7.32           
Vardas508      Pavarde508     5.68           
Vardas51       Pavarde51      6.61           
Vardas511      Pavarde511     6.45           
Vardas512      Pavarde512     6.48           
Vardas513      Pavarde513     5.73           
Vardas514      Pavarde514     5.95           
Vardas515      Pavarde515     8.24           
Vardas516      Pavarde516     5.19           
Vardas517      Pavarde517     6.57           
Vardas521      Pavarde521     6.04           
Vardas525      Pavarde525     8.43           
Vardas526      Pavarde526     5.24           
Vardas527      Pavarde527     5.6            
Vardas528      Pavarde528     5.25           
Vardas529      Pavarde529     5.07           
Vardas530      Pavarde530     5.31           
Vardas531      Pavarde531     6.85           
Vardas532      Pavarde532     5.28           
Vardas537      Pavarde537     7.12           
Vardas539      Pavarde539     5.77           
Vardas542      Pavarde542     8.19           
Vardas544      Pavarde544     6.57           
Vardas547      Pavarde547     7.37           
Vardas55       Pavarde55      6.63           
Vardas550      Pavarde550     5.03           
Vardas551      Pavarde551     7.15           
Vardas552      Pavarde552     8.21           
Vardas554      Pavarde554     6.67           
Vardas56       Pavarde56      7.65           
Vardas563      Pavarde563     5.13           
Vardas564      Pavarde564     7.24           
Vardas567      Pavarde567     8.05           
Vardas569      Pavarde569     5.35           
Vardas57       Pavarde57      5.55           
Vardas573      Pavarde573     5.73           
Vardas575      Pavarde575     8.05           
Vardas577      Pavarde577     6.96           
Vardas578      Pavarde578     5.03           
Vardas579      Pavarde579     7.81           
Vardas582      Pavarde582     6.92           
Vardas588      Pavarde588     5.6            
Vardas590      Pavarde590     6.84           
Vardas592      Pavarde592     7.04           
Vardas593      Pavarde593     5.19           
Vardas594      Pavarde594     5.72           
Vardas595      Pavarde595     6.95           
Vardas598      Pavarde598     7.6            
Vardas6        Pavarde6       8.31           
Vardas604      Pavarde604     6.37           
Vardas605      Pavarde605     6.15           
Vardas606      Pavarde606     5.05           
Vardas607      Pavarde607     5.32           
Vardas61       Pavarde61      6.01           
Vardas610      Pavarde610     7.64           
Vardas612      Pavarde612     6.88           
Vardas613      Pavarde613     8              
Vardas614      Pavarde614     6.91           
Vardas615      Pavarde615     6.31           
Vardas617      Pavarde617     7.63           
Vardas618      Pavarde618     5.81           
Vardas623      Pavarde623     7.12           
Vardas625      Pavarde625     7.13           
Vardas626      Pavarde626     5.37           
Vardas627      Pavarde627     6.76           
Vardas63       Pavarde63      6.96           
Vardas630      Pavarde630     8.51           
Vardas631      Pavarde631     5.77           
Vardas632      Pavarde632     6.88           
Vardas635      Pavarde635     6.64           
Vardas636      Pavarde636     5.81           
Vardas637      Pavarde637     6.59           
Vardas640      Pavarde640     7.97           
Vardas642      Pavarde642     6.59           
Vardas643      Pavarde643     6.91           
Vardas647      Pavarde647     5.16           
Vardas648      Pavarde648     6.15           
Vardas649      Pavarde649     8.08           
Vardas65       Pavarde65      7.19           
Vardas651      Pavarde651     8.27           
Vardas653      Pavarde653     5.05           
Vardas654      Pavarde654     5.68           
Vardas655      Pavarde655     6.33           
Vardas658      Pavarde658     7.72           
Vardas66       Pavarde66      5.85           
Vardas660      Pavarde660     5.67           
Vardas662      Pavarde662     5.19           
Vardas665      Pavarde665     5.36           
Vardas67       Pavarde67      6.47           
Vardas670      Pavarde670     6.09           
Vardas673      Pavarde673     6.55           
Vardas675      Pavarde675     5.6            
Vardas676      Pavarde676     5.01           
Vardas677      Pavarde677     7.68           
Vardas678      Pavarde678     8.41           
Vardas679      Pavarde679     6.56           
Vardas681      Pavarde681     7.24           
Vardas685      Pavarde685     5.51           
Vardas688      Pavarde688     7.72           
Vardas692      Pavarde692     5.49           
Vardas695      Pavarde695     5.23           
Vardas697      Pavarde697     6.81           
Vardas7        Pavarde7       5.92           
Vardas70       Pavarde70      7.37           
Vardas700      Pavarde700     6.77           
Vardas703      Pavarde703     5.13           
Vardas705      Pavarde705     5.77           
Vardas707      Pavarde707     7.61           
Vardas71       Pavarde71      5.2            
Vardas710      Pavarde710     6.91           
Vardas714      Pavarde714     7.19           
Vardas716      Pavarde716     6.15           
Vardas718      Pavarde718     5.13           
Vardas720      Pavarde720     7.84           
Vardas721      Pavarde721     7              
Vardas723      Pavarde723     5.79           
Vardas732      Pavarde732     5.96           
Vardas738      Pavarde738     5.17           
Vardas739      Pavarde739     7.11           
Vardas74       Pavarde74      5.04           
Vardas740      Pavarde740     6.15           
Vardas741      Pavarde741     7.39           
Vardas743      Pavarde743     6.85           
Vardas744      Pavarde744     5.37           
Vardas747      Pavarde747     5.27           
Vardas749      Pavarde749     5.47           
Vardas750      Pavarde750     5.36           
Vardas755      Pavarde755     7.73           
Vardas756      Pavarde756     7.68           
Vardas758      Pavarde758     6.39           
Vardas760      Pavarde760     5.4            
Vardas762      Pavarde762     5.96           
Vardas764      Pavarde764     7.43           
Vardas767      Pavarde767     7.81           
Vardas768      Pavarde768     5.29           
Vardas769      Pavarde769     6.81           
Vardas770      Pavarde770     5.57           
Vardas775      Pavarde775     7.2            
Vardas776      Pavarde776     7.4            
Vardas777      Pavarde777     5.52           
Vardas778      Pavarde778     8.43           
Vardas78       Pavarde78      6.15           
Vardas780      Pavarde780     5.13           
Vardas784      Pavarde784     6.47           
Vardas785      Pavarde785     7.51           
Vardas788      Pavarde788     9.07           
Vardas791      Pavarde791     6.01           
Vardas795      Pavarde795     7.89           
Vardas796      Pavarde796     6.45           
Vardas798      Pavarde798     6.53           
Vardas8        Pavarde8       6.29           
Vardas800      Pavarde800     6.27           
Vardas802      Pavarde802     5.29           
Vardas805      Pavarde805     5.92           
Vardas807      Pavarde807     5.88           
Vardas809      Pavarde809     6.04           
Vardas811      Pavarde811     7.08           
Vardas812      Pavarde812     5.11           
Vardas813      Pavarde813     7.59           
Vardas814      Pavarde814     8              
Vardas816      Pavarde816     8.05           
Vardas819      Pavarde819     5.47           
Vardas82       Pavarde82      6.83           
Vardas821      Pavarde821     7.12           
Vardas822      Pavarde822     5.31           
Vardas823      Pavarde823     7.19           
Vardas826      Pavarde826     8.27           
Vardas83       Pavarde83      7.19           
Vardas831      Pavarde831     7.76           
Vardas832      Pavarde832     6.48           
Vardas833      Pavarde833     7.71           
Vardas835      Pavarde835     6.8            
Vardas838      Pavarde838     6.97           
Vardas839      Pavarde839     6.48           
Vardas840      Pavarde840     5.17           
Vardas841      Pavarde841     6.91           
Vardas842      Pavarde842     5.03           
Vardas845      Pavarde845     7.79           
Vardas847      Pavarde847     7.6            
Vardas848      Pavarde848     5.6            
Vardas849      Pavarde849     8.08           
Vardas851      Pavarde851     6.92           
Vardas857      Pavarde857     5.65           
Vardas858      Pavarde858     5.91           
Vardas859      Pavarde859     5.49           
Vardas86       Pavarde86      5.37           
Vardas860      Pavarde860     8.03           
Vardas861      Pavarde861     7.43           
Vardas863      Pavarde863     6.28           
Vardas867      Pavarde867     6.93           
Vardas869      Pavarde869     7.09           
Vardas871      Pavarde871     8.16           
Vardas874      Pavarde874     5.87           
Vardas876      Pavarde876     7.08           
Vardas877      Pavarde877     7.68           
Vardas884      Pavarde884     6.93           
Vardas885      Pavarde885     5.33           
Vardas887      Pavarde887     7.61           
Vardas889      Pavarde889     8.19           
Vardas893      Pavarde893     6.84           
Vardas894      Pavarde894     5.16           
Vardas895      Pavarde895     7.47           
Vardas896      Pavarde896     7.73           
Vardas897      Pavarde897     5.92           
Vardas898      Pavarde898     7.92           
Vardas900      Pavarde900     7.6            
Vardas901      Pavarde901     5.41           
Vardas902      Pavarde902     8.37           
Vardas906      Pavarde906     6.17           
Vardas907      Pavarde907     7.48           
Vardas908      Pavarde908     6.64           
Vardas910      Pavarde910     5.77           
Vardas911      Pavarde911     6.96           
Vardas913      Pavarde913     5.6            
Vardas914      Pavarde914     5.81           
Vardas915      Pavarde915     7.64           
Vardas916      Pavarde916     7.45           
Vardas917      Pavarde917     6.63           
Vardas918      Pavarde918     6              
Vardas919      Pavarde919     5.51           
Vardas920      Pavarde920     6.55           
Vardas922      Pavarde922     6.75           
Vardas924      Pavarde924     5.2            
Vardas926      Pavarde926     7.08           
Vardas928      Pavarde928     5.39           
Vardas929      Pavarde929     8.05           
Vardas93       Pavarde93      6.07           
Vardas933      Pavarde933     5.11           
Vardas934      Pavarde934     7.95           
Vardas935      Pavarde935     5.65           
Vardas937      Pavarde937     5.47           
Vardas938      Pavarde938     8.29           
Vardas940      Pavarde940     6.17           
Vardas942      Pavarde942     7.92           
Vardas945      Pavarde945     6.96           
Vardas946      Pavarde946     6.68           
Vardas947      Pavarde947     5.97           
Vardas949      Pavarde949     5.88           
Vardas95       Pavarde95      6.45           
Vardas953      Pavarde953     6.31           
Vardas954      Pavarde954     7.15           
Vardas956      Pavarde956     7.87           
Vardas957      Pavarde957     7.29           
Vardas958      Pavarde958     5.11           
Vardas959      Pavarde959     6.36           
Vardas96       Pavarde96      7.48           
Vardas961      Pavarde961     8.03           
Vardas964      Pavarde964     8.03           
Vardas967      Pavarde967     5.63           
Vardas968      Pavarde968     7.79           
Vardas969      Pavarde969     5.39           
Vardas970      Pavarde970     7.28           
Vardas971      Pavarde971     6.37           
Vardas975      Pavarde975     6.56           
Vardas976      Pavarde976     7.27           
Vardas977      Pavarde977     6.21           
Vardas98       Pavarde98      8.43           
Vardas980      Pavarde980     6.96           
Vardas982      Pavarde982     6.72           
Vardas984      Pavarde984     7.84           
Vardas987      Pavarde987     8.05           
Vardas99       Pavarde99      8.19           
Vardas990      Pavarde990     6.89           
Vardas991      Pavarde991     6.09           
Vardas992      Pavarde992     6              
Vardas993      Pavarde993     5.65           
Vardas996      Pavarde996     7.8            
